Country,Year,Energy Type,consumption (GWh)
Myanmar,2018,Natural Gas,
Myanmar,2019,Wind,
Myanmar,2019,Hydro,
Myanmar,2019,Solar,
Myanmar,2019,Nuclear,0.0
Myanmar,2019,Biofuels,
Myanmar,2019,Other Renewables,
Myanmar,2019,Coal-Peat and Manufactured Gases,
Myanmar,2019,Oil and Petroleum Products,
Myanmar,2019,Natural Gas,
Myanmar,2020,Wind,
Myanmar,2020,Hydro,
Myanmar,2020,Solar,
Myanmar,2020,Nuclear,0.0
Myanmar,2020,Biofuels,
Myanmar,2020,Other Renewables,
Myanmar,2020,Coal-Peat and Manufactured Gases,
Myanmar,2020,Oil and Petroleum Products,
Myanmar,2020,Natural Gas,
Myanmar,2021,Wind,
Myanmar,2021,Hydro,
Myanmar,2021,Solar,
Myanmar,2021,Nuclear,0.0
Myanmar,2021,Biofuels,
Myanmar,2021,Other Renewables,
Myanmar,2021,Coal-Peat and Manufactured Gases,
Myanmar,2021,Oil and Petroleum Products,
Myanmar,2021,Natural Gas,
Myanmar,2022,Wind,
Myanmar,2022,Hydro,
Myanmar,2022,Solar,
Myanmar,2022,Nuclear,0.0
Myanmar,2022,Biofuels,
Myanmar,2022,Other Renewables,
Myanmar,2022,Coal-Peat and Manufactured Gases,
Myanmar,2022,Oil and Petroleum Products,
Myanmar,2022,Natural Gas,
Myanmar,2023,Wind,
Myanmar,2023,Hydro,
Myanmar,2023,Solar,
Myanmar,2023,Nuclear,0.0
Myanmar,2023,Biofuels,
Myanmar,2023,Other Renewables,
Myanmar,2023,Coal-Peat and Manufactured Gases,
Myanmar,2023,Oil and Petroleum Products,
Myanmar,2023,Natural Gas,
Netherlands,1965,Wind,0.0
Netherlands,1965,Hydro,0.0
Netherlands,1965,Solar,0.0
Netherlands,1965,Nuclear,0.0
Netherlands,1965,Biofuels,
Netherlands,1965,Other Renewables,0.0
Netherlands,1965,Coal-Peat and Manufactured Gases,103055.55
Netherlands,1965,Oil and Petroleum Products,295904.54
Netherlands,1965,Natural Gas,15000.0
Netherlands,1966,Wind,0.0
Netherlands,1966,Hydro,0.0
Netherlands,1966,Solar,0.0
Netherlands,1966,Nuclear,0.0
Netherlands,1966,Biofuels,
Netherlands,1966,Other Renewables,0.0
Netherlands,1966,Coal-Peat and Manufactured Gases,93888.885
Netherlands,1966,Oil and Petroleum Products,320877.4
Netherlands,1966,Natural Gas,28611.11
Netherlands,1967,Wind,0.0
Netherlands,1967,Hydro,0.0
Netherlands,1967,Solar,0.0
Netherlands,1967,Nuclear,0.0
Netherlands,1967,Biofuels,
Netherlands,1967,Other Renewables,0.0
Netherlands,1967,Coal-Peat and Manufactured Gases,90277.77
Netherlands,1967,Oil and Petroleum Products,327966.7
Netherlands,1967,Natural Gas,50555.553
Netherlands,1968,Wind,0.0
Netherlands,1968,Hydro,0.0
Netherlands,1968,Solar,0.0
Netherlands,1968,Nuclear,79.45055500000001
Netherlands,1968,Biofuels,
Netherlands,1968,Other Renewables,0.0
Netherlands,1968,Coal-Peat and Manufactured Gases,85555.55
Netherlands,1968,Oil and Petroleum Products,353758.10000000003
Netherlands,1968,Natural Gas,85000.0
Netherlands,1969,Wind,0.0
Netherlands,1969,Hydro,0.0
Netherlands,1969,Solar,0.0
Netherlands,1969,Nuclear,893.8172500000001
Netherlands,1969,Biofuels,
Netherlands,1969,Other Renewables,0.0
Netherlands,1969,Coal-Peat and Manufactured Gases,72777.77
Netherlands,1969,Oil and Petroleum Products,385837.37
Netherlands,1969,Natural Gas,125277.78000000001
Netherlands,1970,Wind,0.0
Netherlands,1970,Hydro,0.0
Netherlands,1970,Solar,0.0
Netherlands,1970,Nuclear,1044.2054999999998
Netherlands,1970,Biofuels,
Netherlands,1970,Other Renewables,0.0
Netherlands,1970,Coal-Peat and Manufactured Gases,53333.332
Netherlands,1970,Oil and Petroleum Products,429031.3
Netherlands,1970,Natural Gas,176388.89
Netherlands,1971,Wind,0.0
Netherlands,1971,Hydro,0.0
Netherlands,1971,Solar,0.0
Netherlands,1971,Nuclear,1149.1935
Netherlands,1971,Biofuels,
Netherlands,1971,Other Renewables,0.0
Netherlands,1971,Coal-Peat and Manufactured Gases,40277.775
Netherlands,1971,Oil and Petroleum Products,423789.2
Netherlands,1971,Natural Gas,230555.54
Netherlands,1972,Wind,0.0
Netherlands,1972,Hydro,0.0
Netherlands,1972,Solar,0.0
Netherlands,1972,Nuclear,925.03
Netherlands,1972,Biofuels,
Netherlands,1972,Other Renewables,0.0
Netherlands,1972,Coal-Peat and Manufactured Gases,34444.443
Netherlands,1972,Oil and Petroleum Products,472768.7
Netherlands,1972,Natural Gas,300000.0
Netherlands,1973,Wind,0.0
Netherlands,1973,Hydro,0.0
Netherlands,1973,Solar,0.0
Netherlands,1973,Nuclear,3143.9664000000002
Netherlands,1973,Biofuels,
Netherlands,1973,Other Renewables,0.0
Netherlands,1973,Coal-Peat and Manufactured Gases,35000.0
Netherlands,1973,Oil and Petroleum Products,487926.67
Netherlands,1973,Natural Gas,333611.08
Netherlands,1974,Wind,0.0
Netherlands,1974,Hydro,0.0
Netherlands,1974,Solar,0.0
Netherlands,1974,Nuclear,9298.536
Netherlands,1974,Biofuels,
Netherlands,1974,Other Renewables,0.0
Netherlands,1974,Coal-Peat and Manufactured Gases,33333.332
Netherlands,1974,Oil and Petroleum Products,418325.44
Netherlands,1974,Natural Gas,355000.0
Netherlands,1975,Wind,0.0
Netherlands,1975,Hydro,0.0
Netherlands,1975,Solar,0.0
Netherlands,1975,Nuclear,9463.113
Netherlands,1975,Biofuels,
Netherlands,1975,Other Renewables,2563.3401999999996
Netherlands,1975,Coal-Peat and Manufactured Gases,28055.554999999997
Netherlands,1975,Oil and Petroleum Products,412485.7
Netherlands,1975,Natural Gas,370277.74
Netherlands,1976,Wind,0.0
Netherlands,1976,Hydro,0.0
Netherlands,1976,Solar,0.0
Netherlands,1976,Nuclear,10986.857
Netherlands,1976,Biofuels,
Netherlands,1976,Other Renewables,2783.6020000000003
Netherlands,1976,Coal-Peat and Manufactured Gases,35000.0
Netherlands,1976,Oil and Petroleum Products,464208.39999999997
Netherlands,1976,Natural Gas,384444.43
Netherlands,1977,Wind,0.0
Netherlands,1977,Hydro,0.0
Netherlands,1977,Solar,0.0
Netherlands,1977,Nuclear,10527.181
Netherlands,1977,Biofuels,
Netherlands,1977,Other Renewables,2767.6409999999996
Netherlands,1977,Coal-Peat and Manufactured Gases,36666.664
Netherlands,1977,Oil and Petroleum Products,445519.4
Netherlands,1977,Natural Gas,385833.34
Netherlands,1978,Wind,0.0
Netherlands,1978,Hydro,0.0
Netherlands,1978,Solar,0.0
Netherlands,1978,Nuclear,11520.309
Netherlands,1978,Biofuels,
Netherlands,1978,Other Renewables,3865.7594
Netherlands,1978,Coal-Peat and Manufactured Gases,41944.443
Netherlands,1978,Oil and Petroleum Products,455183.44
Netherlands,1978,Natural Gas,386666.66
Netherlands,1979,Wind,0.0
Netherlands,1979,Hydro,0.0
Netherlands,1979,Solar,0.0
Netherlands,1979,Nuclear,9900.089
Netherlands,1979,Biofuels,
Netherlands,1979,Other Renewables,3530.5777
Netherlands,1979,Coal-Peat and Manufactured Gases,39999.99600000001
Netherlands,1979,Oil and Petroleum Products,490441.8
Netherlands,1979,Natural Gas,385000.0
Netherlands,1980,Wind,0.0
Netherlands,1980,Hydro,0.0
Netherlands,1980,Solar,0.0
Netherlands,1980,Nuclear,11917.5625
Netherlands,1980,Biofuels,
Netherlands,1980,Other Renewables,3268.8172
Netherlands,1980,Coal-Peat and Manufactured Gases,46388.885
Netherlands,1980,Oil and Petroleum Products,458675.45
Netherlands,1980,Natural Gas,351944.43
Netherlands,1981,Wind,0.0
Netherlands,1981,Hydro,0.0
Netherlands,1981,Solar,0.0
Netherlands,1981,Nuclear,10379.628999999999
Netherlands,1981,Biofuels,
Netherlands,1981,Other Renewables,3463.5415
Netherlands,1981,Coal-Peat and Manufactured Gases,51388.89000000001
Netherlands,1981,Oil and Petroleum Products,426867.92000000004
Netherlands,1981,Natural Gas,334999.97000000003
Netherlands,1982,Wind,0.0
Netherlands,1982,Hydro,0.0
Netherlands,1982,Solar,0.0
Netherlands,1982,Nuclear,11057.796
Netherlands,1982,Biofuels,
Netherlands,1982,Other Renewables,845.9341000000001
Netherlands,1982,Coal-Peat and Manufactured Gases,59444.443
Netherlands,1982,Oil and Petroleum Products,373067.7
Netherlands,1982,Natural Gas,319999.97000000003
Netherlands,1983,Wind,0.0
Netherlands,1983,Hydro,0.0
Netherlands,1983,Solar,0.0
Netherlands,1983,Nuclear,10183.842
Netherlands,1983,Biofuels,
Netherlands,1983,Other Renewables,737.39916
Netherlands,1983,Coal-Peat and Manufactured Gases,61388.89000000001
Netherlands,1983,Oil and Petroleum Products,353534.5
Netherlands,1983,Natural Gas,342222.2
Netherlands,1984,Wind,0.0
Netherlands,1984,Hydro,0.0
Netherlands,1984,Solar,0.0
Netherlands,1984,Nuclear,10530.018
Netherlands,1984,Biofuels,
Netherlands,1984,Other Renewables,54.267500000000005
Netherlands,1984,Coal-Peat and Manufactured Gases,74166.664
Netherlands,1984,Oil and Petroleum Products,349006.87
Netherlands,1984,Natural Gas,363611.10000000003
Netherlands,1985,Wind,0.0
Netherlands,1985,Hydro,8.870971
Netherlands,1985,Solar,0.0
Netherlands,1985,Nuclear,11063.470000000001
Netherlands,1985,Biofuels,
Netherlands,1985,Other Renewables,1407.7622000000001
Netherlands,1985,Coal-Peat and Manufactured Gases,73888.885
Netherlands,1985,Oil and Petroleum Products,353145.84
Netherlands,1985,Natural Gas,383333.3
Netherlands,1986,Wind,2.957
Netherlands,1986,Hydro,8.870971
Netherlands,1986,Solar,0.0
Netherlands,1986,Nuclear,11962.962
Netherlands,1986,Biofuels,
Netherlands,1986,Other Renewables,1765.2888
Netherlands,1986,Coal-Peat and Manufactured Gases,76111.11
Netherlands,1986,Oil and Petroleum Products,391566.8
Netherlands,1986,Natural Gas,382222.23000000004
Netherlands,1987,Wind,5.913972
Netherlands,1987,Hydro,2.957
Netherlands,1987,Solar,0.0
Netherlands,1987,Nuclear,10090.203000000001
Netherlands,1987,Biofuels,
Netherlands,1987,Other Renewables,2240.9275000000002
Netherlands,1987,Coal-Peat and Manufactured Gases,80277.78000000001
Netherlands,1987,Oil and Petroleum Products,394372.07
Netherlands,1987,Natural Gas,394444.43
Netherlands,1988,Wind,47.311943
Netherlands,1988,Hydro,5.913972
Netherlands,1988,Solar,0.0
Netherlands,1988,Nuclear,10427.868
Netherlands,1988,Biofuels,
Netherlands,1988,Other Renewables,2665.4904
Netherlands,1988,Coal-Peat and Manufactured Gases,96111.11
Netherlands,1988,Oil and Petroleum Products,418445.94999999995
Netherlands,1988,Natural Gas,356666.66
Netherlands,1989,Wind,68.01083
Netherlands,1989,Hydro,109.40861000000001
Netherlands,1989,Solar,0.0
Netherlands,1989,Nuclear,11403.973
Netherlands,1989,Biofuels,
Netherlands,1989,Other Renewables,2872.9840000000004
Netherlands,1989,Coal-Peat and Manufactured Gases,95277.77
Netherlands,1989,Oil and Petroleum Products,412892.36
Netherlands,1989,Natural Gas,365833.34
Netherlands,1990,Wind,165.59136999999998
Netherlands,1990,Hydro,251.34417
Netherlands,1990,Solar,0.0
Netherlands,1990,Nuclear,9936.975999999999
Netherlands,1990,Biofuels,
Netherlands,1990,Other Renewables,2138.777
Netherlands,1990,Coal-Peat and Manufactured Gases,101666.664
Netherlands,1990,Oil and Petroleum Products,428519.8
Netherlands,1990,Natural Gas,368055.57
Netherlands,1991,Wind,260.21497999999997
Netherlands,1991,Hydro,307.52695
Netherlands,1991,Solar,0.0
Netherlands,1991,Nuclear,9446.087
Netherlands,1991,Biofuels,
Netherlands,1991,Other Renewables,2394.1530000000002
Netherlands,1991,Coal-Peat and Manufactured Gases,93611.115
Netherlands,1991,Oil and Petroleum Products,411349.76
Netherlands,1991,Natural Gas,410694.43
Netherlands,1992,Wind,434.6775
Netherlands,1992,Hydro,354.8386
Netherlands,1992,Solar,2.957
Netherlands,1992,Nuclear,10782.557
Netherlands,1992,Biofuels,
Netherlands,1992,Other Renewables,2400.5377000000003
Netherlands,1992,Coal-Peat and Manufactured Gases,93333.33
Netherlands,1992,Oil and Petroleum Products,431891.85
Netherlands,1992,Natural Gas,399916.66
Netherlands,1993,Wind,514.5161
Netherlands,1993,Hydro,272.04305
Netherlands,1993,Solar,2.957
Netherlands,1993,Nuclear,11202.509
Netherlands,1993,Biofuels,
Netherlands,1993,Other Renewables,2754.8720000000003
Netherlands,1993,Coal-Peat and Manufactured Gases,94166.664
Netherlands,1993,Oil and Petroleum Products,426747.04000000004
Netherlands,1993,Natural Gas,411305.54
Netherlands,1994,Wind,703.7633
Netherlands,1994,Hydro,295.69888
Netherlands,1994,Solar,0.02957
Netherlands,1994,Nuclear,11256.422
Netherlands,1994,Biofuels,
Netherlands,1994,Other Renewables,2997.4797
Netherlands,1994,Coal-Peat and Manufactured Gases,100277.78000000001
Netherlands,1994,Oil and Petroleum Products,424055.42000000004
Netherlands,1994,Natural Gas,397222.2
Netherlands,1995,Wind,937.36553
Netherlands,1995,Hydro,260.21497999999997
Netherlands,1995,Solar,2.957
Netherlands,1995,Nuclear,11401.1345
Netherlands,1995,Biofuels,
Netherlands,1995,Other Renewables,3246.4716
Netherlands,1995,Coal-Peat and Manufactured Gases,103611.11
Netherlands,1995,Oil and Petroleum Products,447474.8
Netherlands,1995,Natural Gas,408027.76999999996
Netherlands,1996,Wind,1292.2041
Netherlands,1996,Hydro,236.55917000000002
Netherlands,1996,Solar,5.913972
Netherlands,1996,Nuclear,11804.062
Netherlands,1996,Biofuels,
Netherlands,1996,Other Renewables,4200.9406
Netherlands,1996,Coal-Peat and Manufactured Gases,100000.0
Netherlands,1996,Oil and Petroleum Products,447376.53
Netherlands,1996,Natural Gas,452194.43
Netherlands,1997,Wind,1404.5700000000002
Netherlands,1997,Hydro,272.04305
Netherlands,1997,Solar,5.913972
Netherlands,1997,Nuclear,6832.736
Netherlands,1997,Biofuels,
Netherlands,1997,Other Renewables,4670.194600000001
Netherlands,1997,Coal-Peat and Manufactured Gases,97222.21999999999
Netherlands,1997,Oil and Petroleum Products,464748.38
Netherlands,1997,Natural Gas,423694.43
Netherlands,1998,Wind,1892.4730000000002
Netherlands,1998,Hydro,332.09944
Netherlands,1998,Solar,10.349472
Netherlands,1998,Nuclear,10808.351999999999
Netherlands,1998,Biofuels,
Netherlands,1998,Other Renewables,5076.5014
Netherlands,1998,Coal-Peat and Manufactured Gases,99166.664
Netherlands,1998,Oil and Petroleum Products,470266.77999999997
Netherlands,1998,Natural Gas,418388.85
Netherlands,1999,Wind,1907.2579999999998
Netherlands,1999,Hydro,266.86528
Netherlands,1999,Solar,15.583334
Netherlands,1999,Nuclear,10862.610999999999
Netherlands,1999,Biofuels,
Netherlands,1999,Other Renewables,5708.74
Netherlands,1999,Coal-Peat and Manufactured Gases,86944.44
Netherlands,1999,Oil and Petroleum Products,479293.55
Netherlands,1999,Natural Gas,408777.76999999996
Netherlands,2000,Wind,2451.344
Netherlands,2000,Hydro,421.05442
Netherlands,2000,Solar,22.798386999999998
Netherlands,2000,Nuclear,11120.8105
Netherlands,2000,Biofuels,
Netherlands,2000,Other Renewables,6426.5265
Netherlands,2000,Coal-Peat and Manufactured Gases,90277.77
Netherlands,2000,Oil and Petroleum Products,486182.45999999996
Netherlands,2000,Natural Gas,409916.66
Netherlands,2001,Wind,2423.6749999999997
Netherlands,2001,Hydro,344.67304
Netherlands,2001,Solar,38.3675
Netherlands,2001,Nuclear,11199.033
Netherlands,2001,Biofuels,
Netherlands,2001,Other Renewables,7527.326
Netherlands,2001,Coal-Peat and Manufactured Gases,96111.11
Netherlands,2001,Oil and Petroleum Products,509718.6
Netherlands,2001,Natural Gas,418194.43
Netherlands,2002,Wind,2761.2174
Netherlands,2002,Hydro,320.00944
Netherlands,2002,Solar,49.736943
Netherlands,2002,Nuclear,10961.441
Netherlands,2002,Biofuels,
Netherlands,2002,Other Renewables,9278.946
Netherlands,2002,Coal-Peat and Manufactured Gases,96666.664
Netherlands,2002,Oil and Petroleum Products,512050.83999999997
Netherlands,2002,Natural Gas,413972.23000000004
Netherlands,2003,Wind,3822.3636
Netherlands,2003,Hydro,208.87555
Netherlands,2003,Solar,89.14972
Netherlands,2003,Nuclear,11181.851
Netherlands,2003,Biofuels,
Netherlands,2003,Other Renewables,8132.249
Netherlands,2003,Coal-Peat and Manufactured Gases,100000.0
Netherlands,2003,Oil and Petroleum Products,512808.4
Netherlands,2003,Natural Gas,416833.3
Netherlands,2004,Wind,5380.044
Netherlands,2004,Hydro,275.86636
Netherlands,2004,Solar,95.498055
Netherlands,2004,Nuclear,10568.726
Netherlands,2004,Biofuels,
Netherlands,2004,Other Renewables,10613.778999999999
Netherlands,2004,Coal-Peat and Manufactured Gases,98611.11
Netherlands,2004,Oil and Petroleum Products,536421.4500000001
Netherlands,2004,Natural Gas,426777.76999999996
Netherlands,2005,Wind,5918.6759999999995
Netherlands,2005,Hydro,251.98027000000002
Netherlands,2005,Solar,97.92583400000001
Netherlands,2005,Nuclear,10983.890000000001
Netherlands,2005,Biofuels,
Netherlands,2005,Other Renewables,16844.363999999998
Netherlands,2005,Coal-Peat and Manufactured Gases,94166.664
Netherlands,2005,Oil and Petroleum Products,569422.9
Netherlands,2005,Natural Gas,414555.57
Netherlands,2006,Wind,7779.3365
Netherlands,2006,Hydro,299.3336
Netherlands,2006,Solar,100.22361000000001
Netherlands,2006,Nuclear,9473.091
Netherlands,2006,Biofuels,465.39140000000003
Netherlands,2006,Other Renewables,16580.309
Netherlands,2006,Coal-Peat and Manufactured Gases,89722.21999999999
Netherlands,2006,Oil and Petroleum Products,567072.6
Netherlands,2006,Natural Gas,398083.3
Netherlands,2007,Wind,9718.533000000001
Netherlands,2007,Hydro,302.55556
Netherlands,2007,Solar,100.98
Netherlands,2007,Nuclear,11397.018
Netherlands,2007,Biofuels,3798.7733000000003
Netherlands,2007,Other Renewables,12852.715
Netherlands,2007,Coal-Peat and Manufactured Gases,97777.78000000001
Netherlands,2007,Oil and Petroleum Products,583520.14
Netherlands,2007,Natural Gas,388055.54
Netherlands,2008,Wind,11966.163
Netherlands,2008,Hydro,281.00583
Netherlands,2008,Solar,109.28027
Netherlands,2008,Nuclear,11241.493
Netherlands,2008,Biofuels,3299.8278
Netherlands,2008,Other Renewables,16225.634
Netherlands,2008,Coal-Peat and Manufactured Gases,92500.0
Netherlands,2008,Oil and Petroleum Products,554876.46
Netherlands,2008,Natural Gas,403888.89999999997
Netherlands,2009,Wind,12799.93
Netherlands,2009,Hydro,271.51304
Netherlands,2009,Solar,124.11917
Netherlands,2009,Nuclear,11385.002
Netherlands,2009,Biofuels,4319.5567
Netherlands,2009,Other Renewables,19507.56
Netherlands,2009,Coal-Peat and Manufactured Gases,87222.21999999999
Netherlands,2009,Oil and Petroleum Products,530077.8
Netherlands,2009,Natural Gas,413583.3
Netherlands,2010,Wind,11083.041
Netherlands,2010,Hydro,289.12359999999995
Netherlands,2010,Solar,164.9914
Netherlands,2010,Nuclear,10571.615
Netherlands,2010,Biofuels,2648.1664
Netherlands,2010,Other Renewables,22530.756
Netherlands,2010,Coal-Peat and Manufactured Gases,87777.78000000001
Netherlands,2010,Oil and Petroleum Products,568001.9
Netherlands,2010,Natural Gas,467583.3
Netherlands,2011,Wind,14069.61
Netherlands,2011,Hydro,157.24334000000002
Netherlands,2011,Solar,276.81446
Netherlands,2011,Nuclear,10961.432999999999
Netherlands,2011,Biofuels,3723.8333
Netherlands,2011,Other Renewables,22612.165
Netherlands,2011,Coal-Peat and Manufactured Gases,86583.33
Netherlands,2011,Oil and Petroleum Products,567429.6000000001
Netherlands,2011,Natural Gas,409277.76999999996
Netherlands,2012,Wind,13659.854
Netherlands,2012,Hydro,286.22526
Netherlands,2012,Solar,695.77444
Netherlands,2012,Nuclear,10300.189
Netherlands,2012,Biofuels,3882.8887999999997
Netherlands,2012,Other Renewables,22995.377999999997
Netherlands,2012,Coal-Peat and Manufactured Gases,95138.885
Netherlands,2012,Oil and Petroleum Products,555906.8600000001
Netherlands,2012,Natural Gas,392833.3
Netherlands,2013,Wind,15336.3285
Netherlands,2013,Hydro,311.54805000000005
Netherlands,2013,Solar,1406.043
Netherlands,2013,Nuclear,7560.463000000001
Netherlands,2013,Biofuels,3705.3332
Netherlands,2013,Other Renewables,19006.384000000002
Netherlands,2013,Coal-Peat and Manufactured Gases,95194.44
Netherlands,2013,Oil and Petroleum Products,529225.6
Netherlands,2013,Natural Gas,391138.89999999997
Netherlands,2014,Wind,15705.545
Netherlands,2014,Hydro,303.21583000000004
Netherlands,2014,Solar,2125.997
Netherlands,2014,Nuclear,10635.92
Netherlands,2014,Biofuels,4348.944
Netherlands,2014,Other Renewables,16003.101
Netherlands,2014,Coal-Peat and Manufactured Gases,105305.55
Netherlands,2014,Oil and Petroleum Products,518624.69999999995
Netherlands,2014,Natural Gas,343277.76999999996
Netherlands,2015,Wind,20331.558
Netherlands,2015,Hydro,249.6386
Netherlands,2015,Solar,2985.2138
Netherlands,2015,Nuclear,10538.332
Netherlands,2015,Biofuels,3720.7754
Netherlands,2015,Other Renewables,15756.27
Netherlands,2015,Coal-Peat and Manufactured Gases,128666.67000000001
Netherlands,2015,Oil and Petroleum Products,505894.8
Netherlands,2015,Natural Gas,337888.89999999997
Netherlands,2016,Wind,21872.591
Netherlands,2016,Hydro,267.91528
Netherlands,2016,Solar,4288.1002
Netherlands,2016,Nuclear,10173.457
Netherlands,2016,Biofuels,2974.8294
Netherlands,2016,Other Renewables,15670.087000000001
Netherlands,2016,Coal-Peat and Manufactured Gases,119277.77
Netherlands,2016,Oil and Petroleum Products,517878.2
Netherlands,2016,Natural Gas,351611.10000000003
Netherlands,2017,Wind,28126.646
Netherlands,2017,Hydro,161.69193
Netherlands,2017,Solar,5866.4045
Netherlands,2017,Nuclear,8689.123
Netherlands,2017,Biofuels,3847.6171
Netherlands,2017,Other Renewables,14698.926
Netherlands,2017,Coal-Peat and Manufactured Gases,106972.21999999999
Netherlands,2017,Oil and Petroleum Products,520871.30000000005
Netherlands,2017,Natural Gas,362972.2
Netherlands,2018,Wind,27908.482
Netherlands,2018,Hydro,191.41306
Netherlands,2018,Solar,9809.806
Netherlands,2018,Nuclear,8923.401
Netherlands,2018,Biofuels,6466.764
Netherlands,2018,Other Renewables,14534.716
Netherlands,2018,Coal-Peat and Manufactured Gases,96083.33
Netherlands,2018,Oil and Petroleum Products,506962.92
Netherlands,2018,Natural Gas,355888.89999999997
Netherlands,2019,Wind,30334.578
Netherlands,2019,Hydro,195.54166
Netherlands,2019,Solar,14232.684000000001
Netherlands,2019,Nuclear,9889.583999999999
Netherlands,2019,Biofuels,8080.818000000001
Netherlands,2019,Other Renewables,18583.979
Netherlands,2019,Coal-Peat and Manufactured Gases,74694.44
Netherlands,2019,Oil and Petroleum Products,494706.73
Netherlands,2019,Natural Gas,371611.10000000003
Netherlands,2020,Wind,40123.725999999995
Netherlands,2020,Hydro,120.98277
Netherlands,2020,Solar,22499.452999999998
Netherlands,2020,Nuclear,10300.877
Netherlands,2020,Biofuels,9257.344
Netherlands,2020,Other Renewables,28214.874
Netherlands,2020,Coal-Peat and Manufactured Gases,47777.78
Netherlands,2020,Oil and Petroleum Products,470906.27999999997
Netherlands,2020,Natural Gas,360944.43
Netherlands,2021,Wind,47220.6
Netherlands,2021,Hydro,230.89556
Netherlands,2021,Solar,29578.583
Netherlands,2021,Nuclear,9611.815
Netherlands,2021,Biofuels,9304.285
Netherlands,2021,Other Renewables,34851.074
Netherlands,2021,Coal-Peat and Manufactured Gases,65111.10999999999
Netherlands,2021,Oil and Petroleum Products,470289.94999999995
Netherlands,2021,Natural Gas,348416.66
Netherlands,2022,Wind,55794.765
Netherlands,2022,Hydro,130.3514
Netherlands,2022,Solar,44526.688
Netherlands,2022,Nuclear,10398.248000000001
Netherlands,2022,Biofuels,11877.506000000001
Netherlands,2022,Other Renewables,31237.806
Netherlands,2022,Coal-Peat and Manufactured Gases,64333.336
Netherlands,2022,Oil and Petroleum Products,461531.5
Netherlands,2022,Natural Gas,275361.10000000003
Netherlands,2023,Wind,75033.46
Netherlands,2023,Hydro,176.6411
Netherlands,2023,Solar,55000.298
Netherlands,2023,Nuclear,9930.757
Netherlands,2023,Biofuels,13931.365
Netherlands,2023,Other Renewables,25652.832
Netherlands,2023,Coal-Peat and Manufactured Gases,43991.41
Netherlands,2023,Oil and Petroleum Products,473084.60000000003
Netherlands,2023,Natural Gas,257722.23
New Caledonia,1995,Wind,
New Caledonia,1995,Hydro,
New Caledonia,1995,Solar,
New Caledonia,1995,Nuclear,0.0
New Caledonia,1995,Biofuels,
New Caledonia,1995,Other Renewables,
New Caledonia,1995,Coal-Peat and Manufactured Gases,
New Caledonia,1995,Oil and Petroleum Products,
New Caledonia,1995,Natural Gas,
New Caledonia,1996,Wind,
New Caledonia,1996,Hydro,
New Caledonia,1996,Solar,
New Caledonia,1996,Nuclear,0.0
New Caledonia,1996,Biofuels,
New Caledonia,1996,Other Renewables,
New Caledonia,1996,Coal-Peat and Manufactured Gases,
New Caledonia,1996,Oil and Petroleum Products,
New Caledonia,1996,Natural Gas,
New Caledonia,1997,Wind,
New Caledonia,1997,Hydro,
New Caledonia,1997,Solar,
New Caledonia,1997,Nuclear,0.0
New Caledonia,1997,Biofuels,
New Caledonia,1997,Other Renewables,
New Caledonia,1997,Coal-Peat and Manufactured Gases,
New Caledonia,1997,Oil and Petroleum Products,
New Caledonia,1997,Natural Gas,
New Caledonia,1998,Wind,
New Caledonia,1998,Hydro,
New Caledonia,1998,Solar,
New Caledonia,1998,Nuclear,0.0
New Caledonia,1998,Biofuels,
New Caledonia,1998,Other Renewables,
New Caledonia,1998,Coal-Peat and Manufactured Gases,
New Caledonia,1998,Oil and Petroleum Products,
New Caledonia,1998,Natural Gas,
New Caledonia,1999,Wind,
New Caledonia,1999,Hydro,
New Caledonia,1999,Solar,
New Caledonia,1999,Nuclear,0.0
New Caledonia,1999,Biofuels,
New Caledonia,1999,Other Renewables,
New Caledonia,1999,Coal-Peat and Manufactured Gases,
New Caledonia,1999,Oil and Petroleum Products,
New Caledonia,1999,Natural Gas,
New Caledonia,2000,Wind,
New Caledonia,2000,Hydro,
New Caledonia,2000,Solar,
New Caledonia,2000,Nuclear,0.0
New Caledonia,2000,Biofuels,
New Caledonia,2000,Other Renewables,
New Caledonia,2000,Coal-Peat and Manufactured Gases,
New Caledonia,2000,Oil and Petroleum Products,
New Caledonia,2000,Natural Gas,
New Caledonia,2001,Wind,
New Caledonia,2001,Hydro,
New Caledonia,2001,Solar,
New Caledonia,2001,Nuclear,0.0
New Caledonia,2001,Biofuels,
New Caledonia,2001,Other Renewables,
New Caledonia,2001,Coal-Peat and Manufactured Gases,
New Caledonia,2001,Oil and Petroleum Products,
New Caledonia,2001,Natural Gas,
New Caledonia,2002,Wind,
New Caledonia,2002,Hydro,
New Caledonia,2002,Solar,
New Caledonia,2002,Nuclear,0.0
New Caledonia,2002,Biofuels,
New Caledonia,2002,Other Renewables,
New Caledonia,2002,Coal-Peat and Manufactured Gases,
New Caledonia,2002,Oil and Petroleum Products,
New Caledonia,2002,Natural Gas,
New Caledonia,2003,Wind,
New Caledonia,2003,Hydro,
New Caledonia,2003,Solar,
New Caledonia,2003,Nuclear,0.0
New Caledonia,2003,Biofuels,
New Caledonia,2003,Other Renewables,
New Caledonia,2003,Coal-Peat and Manufactured Gases,
New Caledonia,2003,Oil and Petroleum Products,
New Caledonia,2003,Natural Gas,
New Caledonia,2004,Wind,
New Caledonia,2004,Hydro,
New Caledonia,2004,Solar,
